location,lat,long,alt,year,bloom_date,bloom_doy
Japan/Nagoya,35.16777778,136.9655556,51.1,1993,4/4/93,94
Japan/Nagoya,35.16833333,136.9647222,51.1,1993,4/4/93,94
Japan/Nagoya,35.16777778,136.9655556,51.1,1994,4/5/94,95
Japan/Nagoya,35.16833333,136.9647222,51.1,1994,4/5/94,95
Japan/Nagoya,35.16777778,136.9655556,51.1,1995,4/6/95,96
Japan/Nagoya,35.16833333,136.9647222,51.1,1995,4/6/95,96
Japan/Nagoya,35.16777778,136.9655556,51.1,1996,4/6/96,97
Japan/Nagoya,35.16833333,136.9647222,51.1,1996,4/6/96,97
Japan/Nagoya,35.16777778,136.9655556,51.1,1997,3/30/97,89
Japan/Nagoya,35.16833333,136.9647222,51.1,1997,3/30/97,89
Japan/Nagoya,35.16777778,136.9655556,51.1,1998,3/30/98,89
Japan/Nagoya,35.16833333,136.9647222,51.1,1998,3/30/98,89
Japan/Nagoya,35.16777778,136.9655556,51.1,1999,4/1/99,91
Japan/Nagoya,35.16833333,136.9647222,51.1,1999,4/1/99,91
Japan/Nagoya,35.16777778,136.9655556,51.1,2000,4/8/00,99
Japan/Nagoya,35.16833333,136.9647222,51.1,2000,4/8/00,99
Japan/Nagoya,35.16777778,136.9655556,51.1,2001,4/3/01,93
Japan/Nagoya,35.16833333,136.9647222,51.1,2001,4/3/01,93
Japan/Nagoya,35.16777778,136.9655556,51.1,2002,3/28/02,87
Japan/Nagoya,35.16833333,136.9647222,51.1,2002,3/28/02,87
Japan/Nagoya,35.16777778,136.9655556,51.1,2003,3/31/03,90
Japan/Nagoya,35.16833333,136.9647222,51.1,2003,3/31/03,90
Japan/Nagoya,35.16777778,136.9655556,51.1,2004,4/3/04,94
Japan/Nagoya,35.16833333,136.9647222,51.1,2004,4/3/04,94
Japan/Nagoya,35.16777778,136.9655556,51.1,2005,4/8/05,98
Japan/Nagoya,35.16833333,136.9647222,51.1,2005,4/8/05,98
Japan/Nagoya,35.16777778,136.9655556,51.1,2006,4/6/06,96
Japan/Nagoya,35.16833333,136.9647222,51.1,2006,4/6/06,96
Japan/Nagoya,35.16777778,136.9655556,51.1,2007,4/2/07,92
Japan/Nagoya,35.16833333,136.9647222,51.1,2007,4/2/07,92
Japan/Nagoya,35.16777778,136.9655556,51.1,2008,3/29/08,89
Japan/Nagoya,35.16833333,136.9647222,51.1,2008,3/29/08,89
Japan/Nagoya,35.16777778,136.9655556,51.1,2009,4/3/09,93
Japan/Nagoya,35.16833333,136.9647222,51.1,2009,4/3/09,93
Japan/Nagoya,35.16777778,136.9655556,51.1,2010,4/2/10,92
Japan/Nagoya,35.16833333,136.9647222,51.1,2010,4/2/10,92
Japan/Nagoya,35.16777778,136.9655556,51.1,2011,4/6/11,96
Japan/Nagoya,35.16833333,136.9647222,51.1,2011,4/6/11,96
Japan/Nagoya,35.16777778,136.9655556,51.1,2012,4/6/12,97
Japan/Nagoya,35.16833333,136.9647222,51.1,2012,4/6/12,97
Japan/Nagoya,35.16777778,136.9655556,51.1,2013,3/28/13,87
Japan/Nagoya,35.16833333,136.9647222,51.1,2013,3/28/13,87
Japan/Nagoya,35.16777778,136.9655556,51.1,2014,3/31/14,90
Japan/Nagoya,35.16833333,136.9647222,51.1,2014,3/31/14,90
Japan/Nagoya,35.16777778,136.9655556,51.1,2015,3/30/15,89
Japan/Nagoya,35.16833333,136.9647222,51.1,2015,3/30/15,89
Japan/Nagoya,35.16777778,136.9655556,51.1,2016,3/31/16,91
Japan/Nagoya,35.16833333,136.9647222,51.1,2016,3/31/16,91
Japan/Nagoya,35.16777778,136.9655556,51.1,2017,4/6/17,96
Japan/Nagoya,35.16833333,136.9647222,51.1,2017,4/6/17,96
Japan/Nagoya,35.16777778,136.9655556,51.1,2018,3/27/18,86
Japan/Nagoya,35.16833333,136.9647222,51.1,2018,3/27/18,86
Japan/Nagoya,35.16777778,136.9655556,51.1,2019,4/4/19,94
Japan/Nagoya,35.16833333,136.9647222,51.1,2019,4/4/19,94
Japan/Nagoya,35.16777778,136.9655556,51.1,2020,4/1/20,92
Japan/Nagoya,35.16833333,136.9647222,51.1,2020,4/1/20,92
Japan/Nagoya,35.16777778,136.9655556,51.1,2021,3/28/21,87
Japan/Nagoya,35.16833333,136.9647222,51.1,2021,3/28/21,87
Japan/Iida,35.52333333,137.8225,516.4,1953,4/12/53,102
Japan/Iida,35.52333333,137.8225,516.4,1954,4/7/54,97
Japan/Iida,35.52333333,137.8225,516.4,1955,4/7/55,97
Japan/Iida,35.52333333,137.8225,516.4,1956,4/12/56,103
Japan/Iida,35.52333333,137.8225,516.4,1957,4/16/57,106
Japan/Iida,35.52333333,137.8225,516.4,1958,4/7/58,97
Japan/Iida,35.52333333,137.8225,516.4,1959,3/31/59,90
Japan/Iida,35.52333333,137.8225,516.4,1960,4/5/60,96
Japan/Iida,35.52333333,137.8225,516.4,1961,4/13/61,103
Japan/Iida,35.52333333,137.8225,516.4,1962,4/17/62,107
Japan/Iida,35.52333333,137.8225,516.4,1963,4/14/63,104
Japan/Iida,35.52333333,137.8225,516.4,1964,4/12/64,103
Japan/Iida,35.52333333,137.8225,516.4,1965,4/20/65,110
Japan/Iida,35.52333333,137.8225,516.4,1966,4/12/66,102
Japan/Iida,35.52333333,137.8225,516.4,1967,4/14/67,104
Japan/Iida,35.52333333,137.8225,516.4,1968,4/13/68,104
Japan/Iida,35.52333333,137.8225,516.4,1969,4/13/69,103
Japan/Iida,35.52333333,137.8225,516.4,1970,4/22/70,112
Japan/Iida,35.52333333,137.8225,516.4,1971,4/12/71,102
Japan/Iida,35.52333333,137.8225,516.4,1972,4/14/72,105
Japan/Iida,35.52333333,137.8225,516.4,1973,4/10/73,100
Japan/Iida,35.52333333,137.8225,516.4,1974,4/16/74,106
Japan/Iida,35.52333333,137.8225,516.4,1975,4/14/75,104
Japan/Iida,35.52333333,137.8225,516.4,1976,4/13/76,104
Japan/Iida,35.52333333,137.8225,516.4,1977,4/11/77,101
Japan/Iida,35.52333333,137.8225,516.4,1978,4/19/78,109
Japan/Iida,35.52333333,137.8225,516.4,1979,4/10/79,100
Japan/Iida,35.52333333,137.8225,516.4,1980,4/13/80,104
Japan/Iida,35.52333333,137.8225,516.4,1981,4/13/81,103
Japan/Iida,35.52333333,137.8225,516.4,1982,4/8/82,98
Japan/Iida,35.52333333,137.8225,516.4,1983,4/12/83,102
Japan/Iida,35.52333333,137.8225,516.4,1984,4/21/84,112
Japan/Iida,35.52333333,137.8225,516.4,1985,4/9/85,99
Japan/Iida,35.52333333,137.8225,516.4,1986,4/16/86,106
Japan/Iida,35.52333333,137.8225,516.4,1987,4/8/87,98
Japan/Iida,35.52333333,137.8225,516.4,1988,4/17/88,108
Japan/Iida,35.52333333,137.8225,516.4,1989,4/5/89,95
Japan/Iida,35.52333333,137.8225,516.4,1990,4/2/90,92
Japan/Iida,35.52333333,137.8225,516.4,1991,4/9/91,99
Japan/Iida,35.52333333,137.8225,516.4,1992,4/3/92,94
Japan/Iida,35.52333333,137.8225,516.4,1993,4/12/93,102
Japan/Iida,35.52333333,137.8225,516.4,1994,4/11/94,101
Japan/Iida,35.52333333,137.8225,516.4,1995,4/12/95,102
Japan/Iida,35.52333333,137.8225,516.4,1996,4/18/96,109
Japan/Iida,35.52333333,137.8225,516.4,1997,4/6/97,96
Japan/Iida,35.52333333,137.8225,516.4,1998,4/5/98,95
Japan/Iida,35.52333333,137.8225,516.4,1999,4/8/99,98
Japan/Iida,35.52333333,137.8225,516.4,2000,4/16/00,107
Japan/Iida,35.52333333,137.8225,516.4,2001,4/9/01,99
Japan/Iida,35.52333333,137.8225,516.4,2002,4/1/02,91
Japan/Iida,35.52333333,137.8225,516.4,2003,4/12/03,102
Japan/Iida,35.52333333,137.8225,516.4,2004,4/7/04,98
Japan/Iida,35.52333333,137.8225,516.4,2005,4/12/05,102
Japan/Iida,35.52333333,137.8225,516.4,2006,4/12/06,102
Japan/Kofu,35.66722222,138.5538889,272.8,1953,4/8/53,98
Japan/Kofu,35.66722222,138.5538889,272.8,1954,4/4/54,94
Japan/Kofu,35.66722222,138.5538889,272.8,1955,4/3/55,93
Japan/Kofu,35.66722222,138.5538889,272.8,1956,4/7/56,98
Japan/Kofu,35.66722222,138.5538889,272.8,1957,4/9/57,99
Japan/Kofu,35.66722222,138.5538889,272.8,1958,4/5/58,95
Japan/Kofu,35.66722222,138.5538889,272.8,1959,3/30/59,89
Japan/Kofu,35.66722222,138.5538889,272.8,1960,3/31/60,91
Japan/Kofu,35.66722222,138.5538889,272.8,1961,4/6/61,96
Japan/Kofu,35.66722222,138.5538889,272.8,1962,4/8/62,98
Japan/Kofu,35.66722222,138.5538889,272.8,1963,4/6/63,96
Japan/Kofu,35.66722222,138.5538889,272.8,1964,4/5/64,96
Japan/Kofu,35.66722222,138.5538889,272.8,1965,4/12/65,102
Japan/Kofu,35.66722222,138.5538889,272.8,1966,4/2/66,92
Japan/Kofu,35.66722222,138.5538889,272.8,1967,4/4/67,94
Japan/Kofu,35.66722222,138.5538889,272.8,1968,4/6/68,97
Japan/Kofu,35.66722222,138.5538889,272.8,1969,4/9/69,99
Japan/Kofu,35.66722222,138.5538889,272.8,1970,4/12/70,102
Japan/Kofu,35.66722222,138.5538889,272.8,1971,4/2/71,92
Japan/Kofu,35.66722222,138.5538889,272.8,1972,3/31/72,91
Japan/Kofu,35.66722222,138.5538889,272.8,1973,4/5/73,95
Japan/Kofu,35.66722222,138.5538889,272.8,1974,4/6/74,96
Japan/Kofu,35.66722222,138.5538889,272.8,1975,4/6/75,96
Japan/Kofu,35.66722222,138.5538889,272.8,1976,3/31/76,91
Japan/Kofu,35.66722222,138.5538889,272.8,1977,4/1/77,91
Japan/Kofu,35.66722222,138.5538889,272.8,1978,4/10/78,100
Japan/Kofu,35.66722222,138.5538889,272.8,1979,4/1/79,91
Japan/Kofu,35.66722222,138.5538889,272.8,1980,4/5/80,96
Japan/Kofu,35.66722222,138.5538889,272.8,1981,4/6/81,96
Japan/Kofu,35.66722222,138.5538889,272.8,1982,4/1/82,91
Japan/Kofu,35.66722222,138.5538889,272.8,1983,4/8/83,98
Japan/Kofu,35.66722222,138.5538889,272.8,1984,4/16/84,107
Japan/Kofu,35.66722222,138.5538889,272.8,1985,4/6/85,96
Japan/Kofu,35.66722222,138.5538889,272.8,1986,4/12/86,102
Japan/Kofu,35.66722222,138.5538889,272.8,1987,4/5/87,95
Japan/Kofu,35.66722222,138.5538889,272.8,1988,4/11/88,102
Japan/Kofu,35.66722222,138.5538889,272.8,1989,4/1/89,91
Japan/Kofu,35.66722222,138.5538889,272.8,1990,3/26/90,85
Japan/Kofu,35.66722222,138.5538889,272.8,1991,4/5/91,95
Japan/Kofu,35.66722222,138.5538889,272.8,1992,4/1/92,92
Japan/Kofu,35.66722222,138.5538889,272.8,1993,4/2/93,92
Japan/Kofu,35.66722222,138.5538889,272.8,1994,4/4/94,94
Japan/Kofu,35.66722222,138.5538889,272.8,1995,4/7/95,97
Japan/Kofu,35.66722222,138.5538889,272.8,1996,4/8/96,99
Japan/Kofu,35.66722222,138.5538889,272.8,1997,3/30/97,89
Japan/Kofu,35.66722222,138.5538889,272.8,1998,3/30/98,89
Japan/Kofu,35.66722222,138.5538889,272.8,1999,3/28/99,87
Japan/Kofu,35.66722222,138.5538889,272.8,2000,4/7/00,98
Japan/Kofu,35.66722222,138.5538889,272.8,2001,4/2/01,92
Japan/Kofu,35.66722222,138.5538889,272.8,2002,3/22/02,81
Japan/Kofu,35.66722222,138.5538889,272.8,2003,4/1/03,91
Japan/Kofu,35.66722222,138.5538889,272.8,2004,3/31/04,91
Japan/Kofu,35.66722222,138.5538889,272.8,2005,4/7/05,97
Japan/Kofu,35.66722222,138.5538889,272.8,2006,3/29/06,88
Japan/Kofu,35.66722222,138.5538889,272.8,2007,3/30/07,89
Japan/Kofu,35.66722222,138.5538889,272.8,2008,3/28/08,88
Japan/Kofu,35.66722222,138.5538889,272.8,2009,3/31/09,90
Japan/Kofu,35.66722222,138.5538889,272.8,2010,3/28/10,87
Japan/Kofu,35.66722222,138.5538889,272.8,2011,4/8/11,98
Japan/Kofu,35.66722222,138.5538889,272.8,2012,4/7/12,98
Japan/Kofu,35.66722222,138.5538889,272.8,2013,3/26/13,85
Japan/Kofu,35.66722222,138.5538889,272.8,2014,4/4/14,94
Japan/Kofu,35.66722222,138.5538889,272.8,2015,3/31/15,90
Japan/Kofu,35.66722222,138.5538889,272.8,2016,4/3/16,94
Japan/Kofu,35.66722222,138.5538889,272.8,2017,4/9/17,99
Japan/Kofu,35.66722222,138.5538889,272.8,2018,3/29/18,88
Japan/Kofu,35.66722222,138.5538889,272.8,2019,4/7/19,97
Japan/Kofu,35.66722222,138.5538889,272.8,2020,4/2/20,93
Japan/Kofu,35.66722222,138.5538889,272.8,2021,3/29/21,88
Japan/Choshi,35.73972222,140.8572222,20.1,1953,4/5/53,95
Japan/Choshi,35.73972222,140.8572222,20.1,1954,4/5/54,95
Japan/Choshi,35.73972222,140.8572222,20.1,1955,4/4/55,94
Japan/Choshi,35.73972222,140.8572222,20.1,1956,4/11/56,102
Japan/Choshi,35.73972222,140.8572222,20.1,1957,4/9/57,99
Japan/Choshi,35.73972222,140.8572222,20.1,1958,4/7/58,97
Japan/Choshi,35.73972222,140.8572222,20.1,1959,4/2/59,92
Japan/Choshi,35.73972222,140.8572222,20.1,1960,3/30/60,90
Japan/Choshi,35.73972222,140.8572222,20.1,1961,4/8/61,98
Japan/Choshi,35.73972222,140.8572222,20.1,1962,4/8/62,98
Japan/Choshi,35.73972222,140.8572222,20.1,1963,4/11/63,101
Japan/Choshi,35.73972222,140.8572222,20.1,1964,4/13/64,104
Japan/Choshi,35.73972222,140.8572222,20.1,1965,4/17/65,107
Japan/Choshi,35.73972222,140.8572222,20.1,1966,4/5/66,95
Japan/Choshi,35.73972222,140.8572222,20.1,1967,4/6/67,96
Japan/Choshi,35.73972222,140.8572222,20.1,1968,4/4/68,95
Japan/Choshi,35.73972222,140.8572222,20.1,1969,4/11/69,101
Japan/Choshi,35.73972222,140.8572222,20.1,1970,4/17/70,107
Japan/Choshi,35.73972222,140.8572222,20.1,1971,4/8/71,98
Japan/Choshi,35.73972222,140.8572222,20.1,1972,4/7/72,98
Japan/Choshi,35.73972222,140.8572222,20.1,1973,4/8/73,98
Japan/Choshi,35.73972222,140.8572222,20.1,1974,4/7/74,97
Japan/Choshi,35.73972222,140.8572222,20.1,1975,4/10/75,100
Japan/Choshi,35.73972222,140.8572222,20.1,1976,4/7/76,98
Japan/Choshi,35.73972222,140.8572222,20.1,1977,4/2/77,92
Japan/Choshi,35.73972222,140.8572222,20.1,1978,4/16/78,106
Japan/Choshi,35.73972222,140.8572222,20.1,1979,4/6/79,96
Japan/Choshi,35.73972222,140.8572222,20.1,1980,4/14/80,105
Japan/Choshi,35.73972222,140.8572222,20.1,1981,4/13/81,103
Japan/Choshi,35.73972222,140.8572222,20.1,1982,4/3/82,93
Japan/Choshi,35.73972222,140.8572222,20.1,1983,4/13/83,103
Japan/Choshi,35.73972222,140.8572222,20.1,1984,4/23/84,114
Japan/Choshi,35.73972222,140.8572222,20.1,1985,4/9/85,99
Japan/Choshi,35.73972222,140.8572222,20.1,1986,4/16/86,106
Japan/Choshi,35.73972222,140.8572222,20.1,1987,4/6/87,96
Japan/Choshi,35.73972222,140.8572222,20.1,1988,4/11/88,102
Japan/Choshi,35.73972222,140.8572222,20.1,1989,4/2/89,92
Japan/Choshi,35.73972222,140.8572222,20.1,1990,4/2/90,92
Japan/Choshi,35.73972222,140.8572222,20.1,1991,4/10/91,100
Japan/Choshi,35.73972222,140.8572222,20.1,1992,4/3/92,94
Japan/Choshi,35.73972222,140.8572222,20.1,1993,4/14/93,104
Japan/Choshi,35.73972222,140.8572222,20.1,1994,4/11/94,101
Japan/Choshi,35.73972222,140.8572222,20.1,1995,4/9/95,99
Japan/Choshi,35.73972222,140.8572222,20.1,1996,4/8/96,99
Japan/Choshi,35.73972222,140.8572222,20.1,1997,4/6/97,96
Japan/Choshi,35.73972222,140.8572222,20.1,1998,4/9/98,99
Japan/Choshi,35.73972222,140.8572222,20.1,1999,4/3/99,93
Japan/Choshi,35.73972222,140.8572222,20.1,2000,4/11/00,102
Japan/Choshi,35.73972222,140.8572222,20.1,2001,4/2/01,92
Japan/Choshi,35.73972222,140.8572222,20.1,2002,3/29/02,88
Japan/Choshi,35.73972222,140.8572222,20.1,2003,4/4/03,94
Japan/Choshi,35.73972222,140.8572222,20.1,2004,4/6/04,97
Japan/Choshi,35.73972222,140.8572222,20.1,2005,4/10/05,100
Japan/Choshi,35.73972222,140.8572222,20.1,2006,4/1/06,91
Japan/Choshi,35.73972222,140.8572222,20.1,2007,4/5/07,95
Japan/Choshi,35.73972222,140.8572222,20.1,2008,4/2/08,93
Japan/Choshi,35.73972222,140.8572222,20.1,2009,4/7/09,97
Japan/Choshi,35.73972222,140.8572222,20.1,2010,4/8/10,98
Japan/Choshi,35.73972222,140.8572222,20.1,2011,4/12/11,102
Japan/Choshi,35.73972222,140.8572222,20.1,2012,4/11/12,102
Japan/Choshi,35.73972222,140.8572222,20.1,2013,3/28/13,87
Japan/Choshi,35.73972222,140.8572222,20.1,2014,4/4/14,94
Japan/Choshi,35.73972222,140.8572222,20.1,2015,4/6/15,96
Japan/Choshi,35.73972222,140.8572222,20.1,2016,4/6/16,97
Japan/Choshi,35.73972222,140.8572222,20.1,2017,4/10/17,100
Japan/Choshi,35.73972222,140.8572222,20.1,2018,3/28/18,87
Japan/Choshi,35.73972222,140.8572222,20.1,2019,4/5/19,95
Japan/Choshi,35.73972222,140.8572222,20.1,2020,4/3/20,94
Japan/Choshi,35.73972222,140.8572222,20.1,2021,3/28/21,87
Japan/Tsu,34.73416667,136.5197222,2.7,1953,4/12/53,102
Japan/Tsu,34.73416667,136.5197222,2.7,1954,4/4/54,94
Japan/Tsu,34.73416667,136.5197222,2.7,1955,4/5/55,95
Japan/Tsu,34.73416667,136.5197222,2.7,1956,4/9/56,100
Japan/Tsu,34.73416667,136.5197222,2.7,1957,4/13/57,103
Japan/Tsu,34.73416667,136.5197222,2.7,1958,4/13/58,103
Japan/Tsu,34.73416667,136.5197222,2.7,1959,4/1/59,91
Japan/Tsu,34.73416667,136.5197222,2.7,1960,4/9/60,100
Japan/Tsu,34.73416667,136.5197222,2.7,1961,4/9/61,99
Japan/Tsu,34.73416667,136.5197222,2.7,1962,4/13/62,103
Japan/Tsu,34.73416667,136.5197222,2.7,1963,4/10/63,100
Japan/Tsu,34.73416667,136.5197222,2.7,1964,4/10/64,101
Japan/Tsu,34.73416667,136.5197222,2.7,1965,4/17/65,107
Japan/Tsu,34.73416667,136.5197222,2.7,1966,4/4/66,94
Japan/Tsu,34.73416667,136.5197222,2.7,1967,4/5/67,95
Japan/Tsu,34.73416667,136.5197222,2.7,1968,4/8/68,99
Japan/Tsu,34.73416667,136.5197222,2.7,1969,4/11/69,101
Japan/Tsu,34.73416667,136.5197222,2.7,1970,4/16/70,106
Japan/Tsu,34.73416667,136.5197222,2.7,1971,4/7/71,97
Japan/Tsu,34.73416667,136.5197222,2.7,1972,4/8/72,99
Japan/Tsu,34.73416667,136.5197222,2.7,1973,4/13/73,103
Japan/Tsu,34.73416667,136.5197222,2.7,1974,4/11/74,101
Japan/Tsu,34.73416667,136.5197222,2.7,1975,4/9/75,99
Japan/Tsu,34.73416667,136.5197222,2.7,1976,4/4/76,95
Japan/Tsu,34.73416667,136.5197222,2.7,1977,4/4/77,94
Japan/Tsu,34.73416667,136.5197222,2.7,1978,4/14/78,104
Japan/Tsu,34.73416667,136.5197222,2.7,1979,4/9/79,99
Japan/Tsu,34.73416667,136.5197222,2.7,1980,4/7/80,98
Japan/Tsu,34.73416667,136.5197222,2.7,1981,4/5/81,95
Japan/Tsu,34.73416667,136.5197222,2.7,1982,3/31/82,90
Japan/Tsu,34.73416667,136.5197222,2.7,1983,4/8/83,98
Japan/Tsu,34.73416667,136.5197222,2.7,1984,4/18/84,109
Japan/Tsu,34.73416667,136.5197222,2.7,1985,4/6/85,96
Japan/Tsu,34.73416667,136.5197222,2.7,1986,4/8/86,98
Japan/Tsu,34.73416667,136.5197222,2.7,1987,4/6/87,96
Japan/Tsu,34.73416667,136.5197222,2.7,1988,4/11/88,102
Japan/Tsu,34.73416667,136.5197222,2.7,1989,4/1/89,91
Japan/Tsu,34.73416667,136.5197222,2.7,1990,3/30/90,89
Japan/Tsu,34.73416667,136.5197222,2.7,1991,4/7/91,97
Japan/Tsu,34.73416667,136.5197222,2.7,1992,4/2/92,93
Japan/Tsu,34.73416667,136.5197222,2.7,1993,4/7/93,97
Japan/Tsu,34.73416667,136.5197222,2.7,1994,4/7/94,97
Japan/Tsu,34.73416667,136.5197222,2.7,1995,4/10/95,100
Japan/Tsu,34.73416667,136.5197222,2.7,1996,4/11/96,102
Japan/Tsu,34.73416667,136.5197222,2.7,1997,4/4/97,94
Japan/Tsu,34.73416667,136.5197222,2.7,1998,3/31/98,90
Japan/Tsu,34.73416667,136.5197222,2.7,1999,4/3/99,93
Japan/Tsu,34.73416667,136.5197222,2.7,2000,4/9/00,100
Japan/Tsu,34.73416667,136.5197222,2.7,2001,4/4/01,94
Japan/Tsu,34.73416667,136.5197222,2.7,2002,3/27/02,86
Japan/Tsu,34.73416667,136.5197222,2.7,2003,4/2/03,92
Japan/Tsu,34.73416667,136.5197222,2.7,2004,4/1/04,92
Japan/Tsu,34.73416667,136.5197222,2.7,2005,4/8/05,98
Japan/Tsu,34.73416667,136.5197222,2.7,2006,4/6/06,96
Japan/Tsu,34.73416667,136.5197222,2.7,2007,4/1/07,91
Japan/Tsu,34.73416667,136.5197222,2.7,2008,4/1/08,92
Japan/Tsu,34.73416667,136.5197222,2.7,2009,4/2/09,92
Japan/Tsu,34.73416667,136.5197222,2.7,2010,4/1/10,91
Japan/Tsu,34.73416667,136.5197222,2.7,2011,4/5/11,95
Japan/Tsu,34.73416667,136.5197222,2.7,2012,4/8/12,99
Japan/Tsu,34.73416667,136.5197222,2.7,2013,3/30/13,89
Japan/Tsu,34.73416667,136.5197222,2.7,2014,4/1/14,91
Japan/Tsu,34.73416667,136.5197222,2.7,2015,3/31/15,90
Japan/Tsu,34.73416667,136.5197222,2.7,2016,4/2/16,93
Japan/Tsu,34.73416667,136.5197222,2.7,2017,4/5/17,95
Japan/Tsu,34.73416667,136.5197222,2.7,2018,3/29/18,88
Japan/Tsu,34.73416667,136.5197222,2.7,2019,4/3/19,93
Japan/Tsu,34.73416667,136.5197222,2.7,2020,3/31/20,91
Japan/Tsu,34.73416667,136.5197222,2.7,2021,3/25/21,84
Japan/Hamamatsu,34.75388889,137.7116667,45.93,1953,4/8/53,98
Japan/Hamamatsu,34.75388889,137.7116667,45.93,1954,4/3/54,93
Japan/Hamamatsu,34.75388889,137.7116667,45.93,1955,4/2/55,92
Japan/Hamamatsu,34.75388889,137.7116667,45.93,1957,4/10/57,100
Japan/Hamamatsu,34.75388889,137.7116667,45.93,1958,4/6/58,96
Japan/Hamamatsu,34.75388889,137.7116667,45.93,1959,4/3/59,93
Japan/Hamamatsu,34.75388889,137.7116667,45.93,1960,4/6/60,97
Japan/Hamamatsu,34.75388889,137.7116667,45.93,1961,4/8/61,98
Japan/Hamamatsu,34.75388889,137.7116667,45.93,1962,4/12/62,102
Japan/Hamamatsu,34.75388889,137.7116667,45.93,1963,4/7/63,97
Japan/Hamamatsu,34.75388889,137.7116667,45.93,1964,4/6/64,97
Japan/Hamamatsu,34.75388889,137.7116667,45.93,1965,4/13/65,103
Japan/Hamamatsu,34.75388889,137.7116667,45.93,1966,4/5/66,95
Japan/Hamamatsu,34.75388889,137.7116667,45.93,1967,4/3/67,93
Japan/Hamamatsu,34.75388889,137.7116667,45.93,1968,4/5/68,96
Japan/Hamamatsu,34.75388889,137.7116667,45.93,1969,4/7/69,97
Japan/Hamamatsu,34.75388889,137.7116667,45.93,1970,4/8/70,98
Japan/Hamamatsu,34.75388889,137.7116667,45.93,1971,4/3/71,93
Japan/Hamamatsu,34.75388889,137.7116667,45.93,1972,4/3/72,94
Japan/Hamamatsu,34.75388889,137.7116667,45.93,1973,4/6/73,96
Japan/Hamamatsu,34.75388889,137.7116667,45.93,1974,4/2/74,92
Japan/Hamamatsu,34.75388889,137.7116667,45.93,1975,4/6/75,96
Japan/Hamamatsu,34.75388889,137.7116667,45.93,1976,3/31/76,91
Japan/Hamamatsu,34.75388889,137.7116667,45.93,1977,3/30/77,89
Japan/Hamamatsu,34.75388889,137.7116667,45.93,1978,4/10/78,100
Japan/Hamamatsu,34.75388889,137.7116667,45.93,1979,4/5/79,95
Japan/Hamamatsu,34.75388889,137.7116667,45.93,1980,4/8/80,99
Japan/Hamamatsu,34.75388889,137.7116667,45.93,1981,4/5/81,95
Japan/Hamamatsu,34.75388889,137.7116667,45.93,1982,3/30/82,89
Japan/Hamamatsu,34.75388889,137.7116667,45.93,1983,4/6/83,96
Japan/Hamamatsu,34.75388889,137.7116667,45.93,1984,4/12/84,103
Japan/Hamamatsu,34.75388889,137.7116667,45.93,1985,4/3/85,93
Japan/Hamamatsu,34.75388889,137.7116667,45.93,1986,4/7/86,97
Japan/Hamamatsu,34.75388889,137.7116667,45.93,1987,4/5/87,95
Japan/Hamamatsu,34.75388889,137.7116667,45.93,1988,4/12/88,103
Japan/Hamamatsu,34.75388889,137.7116667,45.93,1989,4/1/89,91
Japan/Hamamatsu,34.75388889,137.7116667,45.93,1990,4/1/90,91
Japan/Hamamatsu,34.75388889,137.7116667,45.93,1991,4/6/91,96
Japan/Hamamatsu,34.75388889,137.7116667,45.93,1992,4/2/92,93
Japan/Hamamatsu,34.75388889,137.7116667,45.93,1993,4/6/93,96
Japan/Hamamatsu,34.75388889,137.7116667,45.93,1994,4/8/94,98
Japan/Hamamatsu,34.75388889,137.7116667,45.93,1995,4/8/95,98
Japan/Hamamatsu,34.75388889,137.7116667,45.93,1996,4/4/96,95
Japan/Hamamatsu,34.75388889,137.7116667,45.93,1997,4/1/97,91
Japan/Hamamatsu,34.75388889,137.7116667,45.93,1998,4/3/98,93
Japan/Hamamatsu,34.75388889,137.7116667,45.93,1999,4/1/99,91
Japan/Hamamatsu,34.75388889,137.7116667,45.93,2000,4/9/00,100
Japan/Hamamatsu,34.75388889,137.7116667,45.93,2001,4/4/01,94
Japan/Hamamatsu,34.75388889,137.7116667,45.93,2002,3/26/02,85
Japan/Hamamatsu,34.75388889,137.7116667,45.93,2003,3/29/03,88
Japan/Hamamatsu,34.75388889,137.7116667,45.93,2004,4/3/04,94
Japan/Hamamatsu,34.75388889,137.7116667,45.93,2005,4/8/05,98
Japan/Shizuoka,34.97611111,138.4038889,14.1,1953,4/2/53,92
Japan/Shizuoka,34.97611111,138.4038889,14.1,1954,4/3/54,93
Japan/Shizuoka,34.97611111,138.4038889,14.1,1955,3/30/55,89
Japan/Shizuoka,34.97611111,138.4038889,14.1,1956,4/3/56,94
Japan/Shizuoka,34.97611111,138.4038889,14.1,1957,4/7/57,97
Japan/Shizuoka,34.97611111,138.4038889,14.1,1958,4/4/58,94
Japan/Shizuoka,34.97611111,138.4038889,14.1,1959,3/29/59,88
Japan/Shizuoka,34.97611111,138.4038889,14.1,1960,4/5/60,96
Japan/Shizuoka,34.97611111,138.4038889,14.1,1961,4/6/61,96
Japan/Shizuoka,34.97611111,138.4038889,14.1,1962,4/9/62,99
Japan/Shizuoka,34.97611111,138.4038889,14.1,1963,4/6/63,96
Japan/Shizuoka,34.97611111,138.4038889,14.1,1964,4/5/64,96
Japan/Shizuoka,34.97611111,138.4038889,14.1,1965,4/10/65,100
